Ax,Ay,Az
511,-428,15640
511,-428,15639
511,-425,15640
511,-424,15637
511,-424,15636
511,-424,15637
511,-424,15638
511,-423,15637
511,-424,15636
511,-427,15640
511,-428,15639
511,-429,15639
511,-429,15639
511,-427,15639
511,-427,15639
511,-426,15637
511,-428,15639
511,-428,15640
511,-427,15640
511,-426,15638
511,-426,15634
511,-429,15633
511,-431,15633
511,-430,15634
511,-428,15636
511,-425,15639
511,-426,15638
511,-422,15638
511,-423,15637
511,-422,15638
511,-419,15637
511,-416,15637
511,-417,15640
511,-418,15640
511,-417,15641
511,-417,15642
511,-419,15642
511,-419,15643
511,-417,15645
511,-418,15645
511,-419,15648
511,-423,15649
511,-423,15647
511,-423,15647
511,-421,15644
511,-421,15644
511,-421,15640
511,-422,15639
511,-422,15641
511,-424,15642
511,-425,15641
511,-423,15642
511,-422,15642
511,-421,15640
511,-420,15641
511,-420,15643
511,-421,15640
511,-422,15642
511,-422,15645
511,-422,15648
511,-424,15648
511,-424,15648
511,-426,15647
511,-428,15901
256,-431,15898
256,-428,15896
256,-425,15900
256,-426,15900
256,-424,15899
256,-422,15900
256,-418,15640
511,-418,15638
511,-418,15640
511,-419,15641
511,-417,15644
511,-417,15646
511,-415,15648
511,-412,15650
511,-412,15648
511,-416,15645
511,-418,15645
511,-419,15643
511,-423,15643
511,-424,15641
511,-427,15644
511,-429,15646
511,-428,15644
511,-428,15644
511,-428,15645
511,-430,15644
511,-431,15645
511,-430,15650
511,-428,15652
511,-427,15654
511,-424,15654
511,-423,15652
511,-422,15650
511,-422,15649
511,-419,15649
511,-420,15649
511,-422,15649
511,-422,15650
511,-419,15651
511,-417,15647
511,-417,15650
511,-416,15647
511,-418,15646
511,-422,15644
511,-421,15644
511,-420,15646
511,-423,15642
511,-427,15641
511,-427,15642
511,-427,15646
511,-430,15644
511,-432,15641
511,-431,15641
511,-433,15640
511,-436,15639
511,-434,15643
511,-431,15642
511,-429,15643
511,-428,15643
511,-430,15643
511,-429,15641
511,-427,15641
511,-426,15642
511,-426,15643
511,-425,15642
511,-426,15639
511,-428,15643
511,-426,15901
256,-422,15902
256,-422,15905
256,-424,15649
511,-426,15650
511,-428,15651
511,-428,15651
511,-428,15653
511,-428,15653
511,-431,15654
511,-431,15655
511,-430,15656
511,-427,15654
511,-428,15653
511,-430,15654
511,-426,15654
511,-424,15658
511,-422,15658
511,-418,15657
511,-420,15655
511,-419,15652
511,-418,15651
511,-418,15648
511,-419,15646
511,-420,15646
511,-419,15646
511,-419,15644
511,-420,15644
511,-418,15646
511,-419,15646
511,-420,15649
511,-419,15652
511,-420,15649
511,-422,15647
511,-422,15648
511,-424,15646
511,-427,15641
511,-424,15638
511,-422,15637
511,-422,15636
511,-423,15633
511,-424,15636
511,-425,15636
511,-425,15637
