Ax,Ay,Az,Gx,Gy,Gz
-256,-393,15729,511,580,-74
-256,-396,15724,511,580,-73
-256,-405,15721,511,579,-72
-256,-408,15720,511,578,-72
-256,-400,15721,511,580,-71
-256,-397,15728,511,580,-72
-256,-400,15728,511,579,-74
-256,-396,15727,511,577,-71
-256,-391,15727,511,577,-70
-256,-388,15720,511,577,-70
-256,-387,15721,511,578,-72
-256,-387,15724,511,581,-72
-256,-391,15721,511,582,-70
-256,-388,15719,511,581,-69
-256,-389,15719,511,579,-70
-256,-392,15724,511,581,-72
-256,-392,15728,511,581,-75
-256,-397,15722,511,579,-76
-256,-402,15719,511,578,-77
-256,-405,15719,511,577,-77
-256,-406,15720,511,578,-80
-256,-411,15724,511,580,-81
-256,-408,15719,511,580,-83
-256,-405,15717,511,578,-81
-256,-399,15718,511,575,-82
-256,-396,15712,511,574,-82
-256,-392,15710,511,575,-80
-256,-394,15965,256,578,-77
-256,-393,15968,256,582,-76
-256,-397,15973,256,579,-78
-256,-399,15972,256,578,-76
-256,-395,15978,256,578,-77
-256,-398,15980,256,579,-77
-256,-401,15976,256,582,-75
-256,-406,15975,256,581,-75
-256,-410,15976,256,581,-76
-256,-411,15977,256,579,-75
-256,-410,15984,256,578,-75
-256,-408,15985,256,579,-77
-256,-408,15984,256,581,-77
-256,-404,15986,256,580,-75
-256,-406,15986,256,578,-73
-256,-409,15984,256,577,-75
-256,-408,15977,256,578,-78
-256,-406,15976,256,580,-78
-256,-405,15975,256,580,-77
-256,-402,15972,256,580,-77
-256,-397,15975,256,577,-77
-256,-392,15970,256,576,-81
-256,-390,15723,511,576,-82
-256,-388,15976,256,576,-83
-256,-385,15975,256,577,-83
-256,-389,15971,256,578,-83
-256,-396,15973,256,578,-83
-256,-402,15977,256,578,-81
-256,-406,15975,256,576,-80
-256,-403,15977,256,576,-78
-256,-402,15980,256,579,-77
-256,-399,15981,256,579,-79
-256,-400,15987,256,578,-78
-256,-398,15979,256,578,-77
-256,-394,15974,256,577,-79
-256,-393,15721,511,577,-80
-256,-388,15979,256,580,-81
-256,-383,15983,256,581,-80
-256,-385,15725,511,585,-77
-256,-387,15724,511,585,-79
-256,-384,15725,511,586,-78
-256,-384,15725,511,586,-77
